time_sk,time,dayweek,month,year
7658,18,Saturday,9,2015
7659,20,Saturday,9,2015
7660,22,Saturday,9,2015
7661,23,Saturday,9,2015
7662,07,Sunday,9,2015
7663,08,Sunday,9,2015
7664,09,Sunday,9,2015
7665,11,Sunday,9,2015
7666,13,Sunday,9,2015
7667,14,Sunday,9,2015
7668,15,Sunday,9,2015
7669,16,Sunday,9,2015
7670,22,Sunday,9,2015
7671,00,Thursday,9,2015
7672,07,Thursday,9,2015
7673,14,Thursday,9,2015
7674,17,Thursday,9,2015
7675,18,Thursday,9,2015
7676,19,Thursday,9,2015
7677,21,Thursday,9,2015
7678,22,Thursday,9,2015
7679,23,Thursday,9,2015
7680,04,Tuesday,9,2015
7681,06,Tuesday,9,2015
7682,09,Tuesday,9,2015
7683,11,Tuesday,9,2015
7684,14,Tuesday,9,2015
7685,16,Tuesday,9,2015
7686,18,Tuesday,9,2015
7687,19,Tuesday,9,2015
7688,01,Wednesday,9,2015
7689,05,Wednesday,9,2015
7690,12,Wednesday,9,2015
7691,14,Wednesday,9,2015
7692,16,Wednesday,9,2015
7693,17,Wednesday,9,2015
7694,18,Wednesday,9,2015
7695,20,Wednesday,9,2015
7696,00,Friday,8,2015
7697,02,Friday,8,2015
7698,09,Friday,8,2015
7699,10,Friday,8,2015
7700,14,Friday,8,2015
7701,15,Friday,8,2015
7702,16,Friday,8,2015
7703,17,Friday,8,2015
7704,18,Friday,8,2015
7705,23,Friday,8,2015
7706,00,Monday,8,2015
7707,02,Monday,8,2015
7708,05,Monday,8,2015
7709,07,Monday,8,2015
7710,10,Monday,8,2015
7711,12,Monday,8,2015
7712,14,Monday,8,2015
7713,15,Monday,8,2015
7714,16,Monday,8,2015
7715,17,Monday,8,2015
7716,18,Monday,8,2015
7717,19,Monday,8,2015
7718,02,Saturday,8,2015
7719,06,Saturday,8,2015
7720,09,Saturday,8,2015
7721,10,Saturday,8,2015
7722,11,Saturday,8,2015
7723,12,Saturday,8,2015
7724,13,Saturday,8,2015
7725,14,Saturday,8,2015
7726,15,Saturday,8,2015
7727,18,Saturday,8,2015
7728,20,Saturday,8,2015
7729,21,Saturday,8,2015
7730,22,Saturday,8,2015
7731,00,Sunday,8,2015
7732,01,Sunday,8,2015
7733,02,Sunday,8,2015
7734,03,Sunday,8,2015
7735,07,Sunday,8,2015
7736,08,Sunday,8,2015
7737,09,Sunday,8,2015
7738,11,Sunday,8,2015
7739,13,Sunday,8,2015
7740,14,Sunday,8,2015
7741,15,Sunday,8,2015
7742,16,Sunday,8,2015
7743,18,Sunday,8,2015
7744,20,Sunday,8,2015
7745,00,Thursday,8,2015
7746,01,Thursday,8,2015
7747,09,Thursday,8,2015
7748,11,Thursday,8,2015
7749,12,Thursday,8,2015
7750,14,Thursday,8,2015
7751,15,Thursday,8,2015
7752,17,Thursday,8,2015
7753,18,Thursday,8,2015
7754,19,Thursday,8,2015
7755,20,Thursday,8,2015
7756,21,Thursday,8,2015
7757,01,Tuesday,8,2015
7758,07,Tuesday,8,2015
7759,09,Tuesday,8,2015
7760,11,Tuesday,8,2015
7761,12,Tuesday,8,2015
7762,13,Tuesday,8,2015
7763,14,Tuesday,8,2015
7764,15,Tuesday,8,2015
7765,16,Tuesday,8,2015
7766,17,Tuesday,8,2015
7767,18,Tuesday,8,2015
7768,19,Tuesday,8,2015
7769,20,Tuesday,8,2015
7770,21,Tuesday,8,2015
7771,23,Tuesday,8,2015
7772,04,Wednesday,8,2015
7773,06,Wednesday,8,2015
7774,09,Wednesday,8,2015
7775,11,Wednesday,8,2015
7776,13,Wednesday,8,2015
7777,16,Wednesday,8,2015
7778,17,Wednesday,8,2015
7779,19,Wednesday,8,2015
7780,22,Wednesday,8,2015
7781,09,Friday,7,2015
7782,12,Friday,7,2015
7783,13,Friday,7,2015
7784,14,Friday,7,2015
7785,15,Friday,7,2015
7786,17,Friday,7,2015
7787,18,Friday,7,2015
7788,22,Friday,7,2015
7789,23,Friday,7,2015
7790,01,Monday,7,2015
7791,09,Monday,7,2015
7792,22,Monday,7,2015
7793,01,Saturday,7,2015
7794,03,Saturday,7,2015
7795,07,Saturday,7,2015
7796,08,Saturday,7,2015
7797,11,Saturday,7,2015
7798,12,Saturday,7,2015
7799,14,Saturday,7,2015
7800,15,Saturday,7,2015
7801,16,Saturday,7,2015
7802,17,Saturday,7,2015
7803,18,Saturday,7,2015
7804,19,Saturday,7,2015
7805,20,Saturday,7,2015
7806,21,Saturday,7,2015
7807,01,Sunday,7,2015
7808,03,Sunday,7,2015
7809,06,Sunday,7,2015
7810,11,Sunday,7,2015
7811,16,Sunday,7,2015
7812,18,Sunday,7,2015
7813,20,Sunday,7,2015
7814,01,Thursday,7,2015
7815,04,Thursday,7,2015
7816,05,Thursday,7,2015
7817,08,Thursday,7,2015
7818,13,Thursday,7,2015
7819,14,Thursday,7,2015
7820,15,Thursday,7,2015
7821,16,Thursday,7,2015
7822,17,Thursday,7,2015
7823,18,Thursday,7,2015
7824,20,Thursday,7,2015
7825,21,Thursday,7,2015
7826,22,Thursday,7,2015
7827,05,Tuesday,7,2015
7828,07,Tuesday,7,2015
7829,09,Tuesday,7,2015
7830,15,Tuesday,7,2015
7831,16,Tuesday,7,2015
7832,17,Tuesday,7,2015
7833,18,Tuesday,7,2015
7834,21,Tuesday,7,2015
7835,22,Tuesday,7,2015
7836,02,Wednesday,7,2015
7837,03,Wednesday,7,2015
7838,07,Wednesday,7,2015
7839,08,Wednesday,7,2015
7840,09,Wednesday,7,2015
7841,12,Wednesday,7,2015
7842,13,Wednesday,7,2015
7843,14,Wednesday,7,2015
7844,15,Wednesday,7,2015
7845,18,Wednesday,7,2015
7846,19,Wednesday,7,2015
7847,20,Wednesday,7,2015
7848,22,Wednesday,7,2015
7849,01,Friday,6,2015
7850,06,Friday,6,2015
7851,10,Friday,6,2015
7852,15,Friday,6,2015
7853,16,Friday,6,2015
7854,17,Friday,6,2015
7855,18,Friday,6,2015
7856,19,Friday,6,2015
7857,21,Friday,6,2015
7858,22,Friday,6,2015
7859,00,Monday,6,2015
7860,02,Monday,6,2015
7861,03,Monday,6,2015
7862,06,Monday,6,2015
7863,10,Monday,6,2015
7864,11,Monday,6,2015
7865,12,Monday,6,2015
7866,13,Monday,6,2015
7867,14,Monday,6,2015
7868,17,Monday,6,2015
7869,18,Monday,6,2015
7870,21,Monday,6,2015
7871,00,Saturday,6,2015
7872,02,Saturday,6,2015
7873,03,Saturday,6,2015
7874,04,Saturday,6,2015
7875,06,Saturday,6,2015
7876,11,Saturday,6,2015
7877,12,Saturday,6,2015
7878,15,Saturday,6,2015
7879,17,Saturday,6,2015
7880,18,Saturday,6,2015
7881,19,Saturday,6,2015
7882,09,Sunday,6,2015
7883,10,Sunday,6,2015
7884,16,Sunday,6,2015
7885,17,Sunday,6,2015
7886,05,Thursday,6,2015
7887,06,Thursday,6,2015
7888,07,Thursday,6,2015
7889,11,Thursday,6,2015
7890,12,Thursday,6,2015
7891,15,Thursday,6,2015
7892,16,Thursday,6,2015
7893,18,Thursday,6,2015
7894,19,Thursday,6,2015
7895,00,Tuesday,6,2015
7896,08,Tuesday,6,2015
7897,12,Tuesday,6,2015
7898,16,Tuesday,6,2015
7899,17,Tuesday,6,2015
7900,18,Tuesday,6,2015
7901,19,Tuesday,6,2015
7902,08,Wednesday,6,2015
7903,09,Wednesday,6,2015
7904,10,Wednesday,6,2015
7905,12,Wednesday,6,2015
7906,13,Wednesday,6,2015
7907,14,Wednesday,6,2015
7908,15,Wednesday,6,2015
7909,17,Wednesday,6,2015
7910,19,Wednesday,6,2015
7911,20,Wednesday,6,2015
7912,21,Wednesday,6,2015
7913,02,Friday,5,2015
7914,03,Friday,5,2015
7915,05,Friday,5,2015
7916,07,Friday,5,2015
7917,09,Friday,5,2015
7918,10,Friday,5,2015
7919,11,Friday,5,2015
7920,12,Friday,5,2015
7921,13,Friday,5,2015
7922,14,Friday,5,2015
7923,17,Friday,5,2015
7924,20,Friday,5,2015
7925,21,Friday,5,2015
7926,22,Friday,5,2015
7927,23,Friday,5,2015
7928,11,Monday,5,2015
7929,13,Monday,5,2015
7930,14,Monday,5,2015
7931,15,Monday,5,2015
7932,17,Monday,5,2015
7933,22,Monday,5,2015
7934,00,Saturday,5,2015
7935,01,Saturday,5,2015
7936,03,Saturday,5,2015
7937,04,Saturday,5,2015
7938,06,Saturday,5,2015
7939,09,Saturday,5,2015
7940,11,Saturday,5,2015
7941,12,Saturday,5,2015
7942,13,Saturday,5,2015
7943,15,Saturday,5,2015
7944,16,Saturday,5,2015
7945,17,Saturday,5,2015
7946,19,Saturday,5,2015
7947,21,Saturday,5,2015
7948,23,Saturday,5,2015
7949,03,Sunday,5,2015
7950,04,Sunday,5,2015
7951,10,Sunday,5,2015
7952,12,Sunday,5,2015
7953,14,Sunday,5,2015
7954,15,Sunday,5,2015
7955,16,Sunday,5,2015
7956,17,Sunday,5,2015
7957,19,Sunday,5,2015
7958,01,Thursday,5,2015
7959,04,Thursday,5,2015
7960,05,Thursday,5,2015
7961,07,Thursday,5,2015
7962,10,Thursday,5,2015
7963,12,Thursday,5,2015
7964,16,Thursday,5,2015
7965,18,Thursday,5,2015
7966,19,Thursday,5,2015
7967,23,Thursday,5,2015
7968,00,Tuesday,5,2015
7969,09,Tuesday,5,2015
7970,11,Tuesday,5,2015
7971,13,Tuesday,5,2015
7972,16,Tuesday,5,2015
7973,18,Tuesday,5,2015
7974,19,Tuesday,5,2015
7975,22,Tuesday,5,2015
7976,02,Wednesday,5,2015
7977,07,Wednesday,5,2015
7978,11,Wednesday,5,2015
7979,12,Wednesday,5,2015
7980,14,Wednesday,5,2015
7981,17,Wednesday,5,2015
7982,18,Wednesday,5,2015
7983,19,Wednesday,5,2015
7984,00,Friday,4,2015
7985,02,Friday,4,2015
7986,06,Friday,4,2015
7987,09,Friday,4,2015
7988,11,Friday,4,2015
7989,14,Friday,4,2015
7990,15,Friday,4,2015
7991,16,Friday,4,2015
7992,17,Friday,4,2015
7993,21,Friday,4,2015
7994,23,Friday,4,2015
7995,00,Monday,4,2015
7996,08,Monday,4,2015
7997,09,Monday,4,2015
7998,11,Monday,4,2015
7999,13,Monday,4,2015
8000,14,Monday,4,2015
8001,15,Monday,4,2015
8002,16,Monday,4,2015
8003,18,Monday,4,2015
8004,19,Monday,4,2015
8005,22,Monday,4,2015
8006,23,Monday,4,2015
8007,01,Saturday,4,2015
8008,03,Saturday,4,2015
8009,11,Saturday,4,2015
8010,12,Saturday,4,2015
8011,15,Saturday,4,2015
8012,17,Saturday,4,2015
8013,18,Saturday,4,2015
8014,19,Saturday,4,2015
8015,23,Saturday,4,2015
8016,00,Sunday,4,2015
8017,06,Sunday,4,2015
8018,07,Sunday,4,2015
8019,08,Sunday,4,2015
8020,09,Sunday,4,2015
8021,10,Sunday,4,2015
8022,12,Sunday,4,2015
8023,13,Sunday,4,2015
8024,14,Sunday,4,2015
8025,15,Sunday,4,2015
8026,18,Sunday,4,2015
8027,19,Sunday,4,2015
8028,23,Sunday,4,2015
8029,01,Thursday,4,2015
8030,11,Thursday,4,2015
8031,12,Thursday,4,2015
8032,13,Thursday,4,2015
8033,16,Thursday,4,2015
8034,18,Thursday,4,2015
8035,23,Thursday,4,2015
8036,07,Tuesday,4,2015
8037,10,Tuesday,4,2015
8038,12,Tuesday,4,2015
8039,15,Tuesday,4,2015
8040,16,Tuesday,4,2015
8041,19,Tuesday,4,2015
8042,20,Tuesday,4,2015
8043,06,Wednesday,4,2015
8044,07,Wednesday,4,2015
8045,10,Wednesday,4,2015
8046,12,Wednesday,4,2015
8047,13,Wednesday,4,2015
8048,15,Wednesday,4,2015
8049,16,Wednesday,4,2015
8050,18,Wednesday,4,2015
8051,19,Wednesday,4,2015
8052,21,Wednesday,4,2015
8053,01,Friday,3,2015
8054,04,Friday,3,2015
8055,07,Friday,3,2015
8056,09,Friday,3,2015
8057,10,Friday,3,2015
8058,14,Friday,3,2015
8059,15,Friday,3,2015
8060,18,Friday,3,2015
8061,19,Friday,3,2015
8062,20,Friday,3,2015
8063,21,Friday,3,2015
8064,22,Friday,3,2015
8065,05,Monday,3,2015
8066,06,Monday,3,2015
8067,08,Monday,3,2015
8068,14,Monday,3,2015
8069,16,Monday,3,2015
8070,01,Saturday,3,2015
8071,03,Saturday,3,2015
8072,04,Saturday,3,2015
8073,08,Saturday,3,2015
8074,10,Saturday,3,2015
8075,12,Saturday,3,2015
8076,13,Saturday,3,2015
8077,15,Saturday,3,2015
8078,17,Saturday,3,2015
8079,21,Saturday,3,2015
8080,22,Saturday,3,2015
8081,00,Sunday,3,2015
8082,01,Sunday,3,2015
8083,02,Sunday,3,2015
8084,04,Sunday,3,2015
8085,05,Sunday,3,2015
8086,06,Sunday,3,2015
8087,07,Sunday,3,2015
8088,08,Sunday,3,2015
8089,09,Sunday,3,2015
8090,10,Sunday,3,2015
8091,14,Sunday,3,2015
8092,18,Sunday,3,2015
8093,21,Sunday,3,2015
8094,22,Sunday,3,2015
8095,09,Thursday,3,2015
8096,10,Thursday,3,2015
8097,11,Thursday,3,2015
8098,13,Thursday,3,2015
8099,16,Thursday,3,2015
8100,17,Thursday,3,2015
8101,18,Thursday,3,2015
8102,08,Tuesday,3,2015
8103,09,Tuesday,3,2015
8104,12,Tuesday,3,2015
8105,16,Tuesday,3,2015
8106,19,Tuesday,3,2015
8107,20,Tuesday,3,2015
8108,23,Tuesday,3,2015
8109,02,Wednesday,3,2015
8110,07,Wednesday,3,2015
8111,08,Wednesday,3,2015
8112,10,Wednesday,3,2015
8113,11,Wednesday,3,2015
8114,13,Wednesday,3,2015
8115,14,Wednesday,3,2015
8116,18,Wednesday,3,2015
8117,19,Wednesday,3,2015
8118,20,Wednesday,3,2015
8119,02,Friday,2,2015
8120,07,Friday,2,2015
8121,09,Friday,2,2015
8122,12,Friday,2,2015
8123,14,Friday,2,2015
8124,16,Friday,2,2015
8125,21,Friday,2,2015
8126,23,Friday,2,2015
8127,05,Monday,2,2015
8128,08,Monday,2,2015
8129,09,Monday,2,2015
8130,10,Monday,2,2015
8131,11,Monday,2,2015
8132,14,Monday,2,2015
8133,18,Monday,2,2015
8134,20,Monday,2,2015
8135,23,Monday,2,2015
8136,11,Saturday,2,2015
8137,14,Saturday,2,2015
8138,16,Saturday,2,2015
8139,18,Saturday,2,2015
8140,19,Saturday,2,2015
8141,22,Saturday,2,2015
8142,23,Saturday,2,2015
8143,06,Sunday,2,2015
8144,07,Sunday,2,2015
8145,08,Sunday,2,2015
8146,09,Sunday,2,2015
8147,11,Sunday,2,2015
8148,12,Sunday,2,2015
8149,15,Sunday,2,2015
8150,18,Sunday,2,2015
8151,04,Thursday,2,2015
8152,05,Thursday,2,2015
8153,10,Thursday,2,2015
8154,12,Thursday,2,2015
8155,15,Thursday,2,2015
8156,16,Thursday,2,2015
8157,01,Tuesday,2,2015
8158,06,Tuesday,2,2015
8159,07,Tuesday,2,2015
8160,11,Tuesday,2,2015
8161,18,Tuesday,2,2015
8162,01,Wednesday,2,2015
8163,03,Wednesday,2,2015
8164,07,Wednesday,2,2015
8165,12,Wednesday,2,2015
8166,14,Wednesday,2,2015
8167,16,Wednesday,2,2015
8168,03,Friday,1,2015
8169,05,Friday,1,2015
8170,15,Friday,1,2015
8171,16,Friday,1,2015
8172,20,Friday,1,2015
8173,22,Friday,1,2015
8174,23,Friday,1,2015
8175,00,Monday,1,2015
8176,03,Monday,1,2015
8177,05,Monday,1,2015
8178,08,Monday,1,2015
8179,10,Monday,1,2015
8180,11,Monday,1,2015
8181,12,Monday,1,2015
8182,13,Monday,1,2015
8183,14,Monday,1,2015
8184,15,Monday,1,2015
8185,16,Monday,1,2015
8186,18,Monday,1,2015
8187,19,Monday,1,2015
8188,20,Monday,1,2015
8189,00,Saturday,1,2015
8190,02,Saturday,1,2015
8191,03,Saturday,1,2015
8192,05,Saturday,1,2015
8193,06,Saturday,1,2015
8194,08,Saturday,1,2015
8195,09,Saturday,1,2015
8196,11,Saturday,1,2015
8197,14,Saturday,1,2015
8198,15,Saturday,1,2015
8199,17,Saturday,1,2015
8200,18,Saturday,1,2015
8201,21,Saturday,1,2015
8202,23,Saturday,1,2015
8203,00,Sunday,1,2015
8204,03,Sunday,1,2015
8205,05,Sunday,1,2015
8206,10,Sunday,1,2015
8207,11,Sunday,1,2015
8208,12,Sunday,1,2015
8209,14,Sunday,1,2015
8210,15,Sunday,1,2015
8211,16,Sunday,1,2015
8212,19,Sunday,1,2015
8213,21,Sunday,1,2015
8214,22,Sunday,1,2015
8215,00,Thursday,1,2015
8216,06,Thursday,1,2015
8217,07,Thursday,1,2015
8218,10,Thursday,1,2015
8219,12,Thursday,1,2015
8220,13,Thursday,1,2015
8221,14,Thursday,1,2015
8222,16,Thursday,1,2015
8223,17,Thursday,1,2015
8224,19,Thursday,1,2015
8225,20,Thursday,1,2015
8226,21,Thursday,1,2015
8227,22,Thursday,1,2015
8228,23,Thursday,1,2015
8229,09,Tuesday,1,2015
8230,10,Tuesday,1,2015
8231,12,Tuesday,1,2015
8232,14,Tuesday,1,2015
8233,18,Tuesday,1,2015
8234,20,Tuesday,1,2015
8235,21,Tuesday,1,2015
8236,23,Tuesday,1,2015
8237,02,Wednesday,1,2015
8238,06,Wednesday,1,2015
8239,08,Wednesday,1,2015
8240,10,Wednesday,1,2015
8241,12,Wednesday,1,2015
8242,14,Wednesday,1,2015
8243,16,Wednesday,1,2015
8244,17,Wednesday,1,2015
8245,22,Wednesday,1,2015
8246,00,Friday,12,2014
8247,01,Friday,12,2014
8248,06,Friday,12,2014
8249,08,Friday,12,2014
8250,15,Friday,12,2014
8251,16,Friday,12,2014
8252,21,Friday,12,2014
8253,22,Friday,12,2014
8254,00,Monday,12,2014
8255,06,Monday,12,2014
8256,08,Monday,12,2014
8257,09,Monday,12,2014
8258,11,Monday,12,2014
8259,12,Monday,12,2014
8260,15,Monday,12,2014
8261,16,Monday,12,2014
8262,17,Monday,12,2014
8263,23,Monday,12,2014
8264,00,Saturday,12,2014
8265,01,Saturday,12,2014
8266,02,Saturday,12,2014
8267,08,Saturday,12,2014
8268,09,Saturday,12,2014
8269,10,Saturday,12,2014
8270,14,Saturday,12,2014
8271,19,Saturday,12,2014
8272,20,Saturday,12,2014
8273,01,Sunday,12,2014
8274,02,Sunday,12,2014
8275,08,Sunday,12,2014
8276,09,Sunday,12,2014
8277,11,Sunday,12,2014
8278,14,Sunday,12,2014
8279,15,Sunday,12,2014
8280,17,Sunday,12,2014
8281,20,Sunday,12,2014
8282,22,Sunday,12,2014
8283,23,Sunday,12,2014
8284,00,Thursday,12,2014
8285,08,Thursday,12,2014
8286,13,Thursday,12,2014
8287,21,Thursday,12,2014
8288,23,Thursday,12,2014
8289,01,Tuesday,12,2014
8290,05,Tuesday,12,2014
8291,08,Tuesday,12,2014
8292,11,Tuesday,12,2014
8293,16,Tuesday,12,2014
8294,18,Tuesday,12,2014
8295,21,Tuesday,12,2014
8296,01,Wednesday,12,2014
8297,08,Wednesday,12,2014
8298,10,Wednesday,12,2014
8299,12,Wednesday,12,2014
8300,13,Wednesday,12,2014
8301,15,Wednesday,12,2014
8302,17,Wednesday,12,2014
8303,21,Wednesday,12,2014
8304,02,Friday,11,2014
8305,05,Friday,11,2014
8306,09,Friday,11,2014
8307,14,Friday,11,2014
8308,15,Friday,11,2014
8309,16,Friday,11,2014
8310,17,Friday,11,2014
8311,20,Friday,11,2014
8312,22,Friday,11,2014
8313,23,Friday,11,2014
8314,08,Monday,11,2014
8315,11,Monday,11,2014
8316,13,Monday,11,2014
8317,16,Monday,11,2014
8318,17,Monday,11,2014
8319,21,Monday,11,2014
8320,23,Monday,11,2014
8321,02,Saturday,11,2014
8322,04,Saturday,11,2014
8323,06,Saturday,11,2014
8324,08,Saturday,11,2014
8325,09,Saturday,11,2014
8326,11,Saturday,11,2014
8327,12,Saturday,11,2014
8328,13,Saturday,11,2014
8329,14,Saturday,11,2014
8330,15,Saturday,11,2014
8331,16,Saturday,11,2014
8332,18,Saturday,11,2014
8333,23,Saturday,11,2014
8334,00,Sunday,11,2014
8335,01,Sunday,11,2014
8336,03,Sunday,11,2014
8337,07,Sunday,11,2014
8338,13,Sunday,11,2014
8339,14,Sunday,11,2014
8340,15,Sunday,11,2014
8341,16,Sunday,11,2014
8342,17,Sunday,11,2014
8343,19,Sunday,11,2014
8344,08,Thursday,11,2014
8345,11,Thursday,11,2014
8346,17,Thursday,11,2014
8347,18,Thursday,11,2014
8348,19,Thursday,11,2014
8349,21,Thursday,11,2014
8350,01,Tuesday,11,2014
8351,09,Tuesday,11,2014
8352,14,Tuesday,11,2014
8353,17,Tuesday,11,2014
8354,18,Tuesday,11,2014
8355,23,Tuesday,11,2014
8356,01,Wednesday,11,2014
8357,02,Wednesday,11,2014
8358,09,Wednesday,11,2014
8359,11,Wednesday,11,2014
8360,13,Wednesday,11,2014
8361,15,Wednesday,11,2014
8362,16,Wednesday,11,2014
8363,17,Wednesday,11,2014
8364,19,Wednesday,11,2014
8365,20,Wednesday,11,2014
8366,21,Wednesday,11,2014
8367,22,Wednesday,11,2014
8368,00,Friday,10,2014
8369,01,Friday,10,2014
8370,03,Friday,10,2014
8371,09,Friday,10,2014
8372,10,Friday,10,2014
8373,11,Friday,10,2014
8374,12,Friday,10,2014
8375,13,Friday,10,2014
8376,14,Friday,10,2014
8377,15,Friday,10,2014
8378,16,Friday,10,2014
8379,17,Friday,10,2014
8380,18,Friday,10,2014
8381,19,Friday,10,2014
8382,20,Friday,10,2014
8383,22,Friday,10,2014
8384,23,Friday,10,2014
8385,02,Monday,10,2014
8386,07,Monday,10,2014
8387,08,Monday,10,2014
8388,09,Monday,10,2014
8389,11,Monday,10,2014
8390,12,Monday,10,2014
8391,13,Monday,10,2014
8392,14,Monday,10,2014
8393,15,Monday,10,2014
8394,17,Monday,10,2014
8395,20,Monday,10,2014
8396,02,Saturday,10,2014
8397,04,Saturday,10,2014
8398,06,Saturday,10,2014
8399,07,Saturday,10,2014
8400,08,Saturday,10,2014
8401,11,Saturday,10,2014
8402,14,Saturday,10,2014
8403,15,Saturday,10,2014
8404,18,Saturday,10,2014
8405,19,Saturday,10,2014
8406,20,Saturday,10,2014
8407,22,Saturday,10,2014
8408,23,Saturday,10,2014
8409,00,Sunday,10,2014
8410,03,Sunday,10,2014
8411,10,Sunday,10,2014
8412,11,Sunday,10,2014
8413,14,Sunday,10,2014
8414,17,Sunday,10,2014
8415,18,Sunday,10,2014
8416,21,Sunday,10,2014
8417,00,Thursday,10,2014
8418,06,Thursday,10,2014
8419,07,Thursday,10,2014
8420,08,Thursday,10,2014
8421,09,Thursday,10,2014
8422,10,Thursday,10,2014
8423,11,Thursday,10,2014
8424,13,Thursday,10,2014
8425,14,Thursday,10,2014
8426,15,Thursday,10,2014
8427,17,Thursday,10,2014
8428,18,Thursday,10,2014
8429,19,Thursday,10,2014
8430,22,Thursday,10,2014
8431,02,Tuesday,10,2014
8432,06,Tuesday,10,2014
8433,14,Tuesday,10,2014
8434,15,Tuesday,10,2014
8435,16,Tuesday,10,2014
8436,19,Tuesday,10,2014
8437,07,Wednesday,10,2014
8438,08,Wednesday,10,2014
8439,10,Wednesday,10,2014
8440,11,Wednesday,10,2014
8441,14,Wednesday,10,2014
8442,16,Wednesday,10,2014
8443,19,Wednesday,10,2014
8444,05,Friday,9,2014
8445,06,Friday,9,2014
8446,10,Friday,9,2014
8447,12,Friday,9,2014
8448,13,Friday,9,2014
8449,14,Friday,9,2014
8450,15,Friday,9,2014
8451,16,Friday,9,2014
8452,18,Friday,9,2014
8453,19,Friday,9,2014
8454,20,Friday,9,2014
8455,01,Monday,9,2014
8456,05,Monday,9,2014
8457,09,Monday,9,2014
8458,11,Monday,9,2014
8459,12,Monday,9,2014
8460,13,Monday,9,2014
8461,16,Monday,9,2014
8462,19,Monday,9,2014
8463,20,Monday,9,2014
8464,23,Monday,9,2014
8465,01,Saturday,9,2014
8466,02,Saturday,9,2014
8467,11,Saturday,9,2014
8468,15,Saturday,9,2014
8469,16,Saturday,9,2014
8470,18,Saturday,9,2014
8471,23,Saturday,9,2014
8472,02,Sunday,9,2014
8473,03,Sunday,9,2014
8474,11,Sunday,9,2014
8475,13,Sunday,9,2014
8476,15,Sunday,9,2014
8477,17,Sunday,9,2014
8478,19,Sunday,9,2014
8479,20,Sunday,9,2014
8480,07,Thursday,9,2014
8481,08,Thursday,9,2014
8482,11,Thursday,9,2014
8483,12,Thursday,9,2014
8484,13,Thursday,9,2014
8485,14,Thursday,9,2014
8486,18,Thursday,9,2014
8487,22,Thursday,9,2014
8488,06,Tuesday,9,2014
8489,08,Tuesday,9,2014
8490,10,Tuesday,9,2014
8491,11,Tuesday,9,2014
8492,12,Tuesday,9,2014
8493,15,Tuesday,9,2014
8494,16,Tuesday,9,2014
8495,17,Tuesday,9,2014
8496,21,Tuesday,9,2014
8497,01,Wednesday,9,2014
8498,03,Wednesday,9,2014
8499,04,Wednesday,9,2014
8500,07,Wednesday,9,2014
8501,11,Wednesday,9,2014
8502,13,Wednesday,9,2014
8503,15,Wednesday,9,2014
8504,16,Wednesday,9,2014
8505,18,Wednesday,9,2014
8506,19,Wednesday,9,2014
8507,03,Friday,8,2014
8508,05,Friday,8,2014
8509,09,Friday,8,2014
8510,10,Friday,8,2014
8511,11,Friday,8,2014
8512,13,Friday,8,2014
8513,14,Friday,8,2014
8514,15,Friday,8,2014
8515,16,Friday,8,2014
8516,19,Friday,8,2014
8517,21,Friday,8,2014
8518,23,Friday,8,2014
8519,06,Monday,8,2014
8520,08,Monday,8,2014
8521,10,Monday,8,2014
8522,12,Monday,8,2014
8523,13,Monday,8,2014
8524,14,Monday,8,2014
8525,16,Monday,8,2014
8526,17,Monday,8,2014
8527,21,Monday,8,2014
8528,10,Saturday,8,2014
8529,11,Saturday,8,2014
8530,14,Saturday,8,2014
8531,15,Saturday,8,2014
8532,16,Saturday,8,2014
8533,17,Saturday,8,2014
8534,18,Saturday,8,2014
8535,19,Saturday,8,2014
8536,21,Saturday,8,2014
8537,01,Sunday,8,2014
8538,02,Sunday,8,2014
8539,03,Sunday,8,2014
8540,08,Sunday,8,2014
8541,09,Sunday,8,2014
8542,10,Sunday,8,2014
8543,11,Sunday,8,2014
8544,14,Sunday,8,2014
8545,15,Sunday,8,2014
8546,16,Sunday,8,2014
8547,18,Sunday,8,2014
8548,19,Sunday,8,2014
8549,20,Sunday,8,2014
8550,21,Sunday,8,2014
8551,05,Thursday,8,2014
8552,07,Thursday,8,2014
8553,08,Thursday,8,2014
8554,09,Thursday,8,2014
8555,12,Thursday,8,2014
8556,13,Thursday,8,2014
8557,14,Thursday,8,2014
8558,19,Thursday,8,2014
8559,00,Tuesday,8,2014
8560,01,Tuesday,8,2014
8561,06,Tuesday,8,2014
8562,08,Tuesday,8,2014
8563,11,Tuesday,8,2014
8564,15,Tuesday,8,2014
8565,06,Wednesday,8,2014
8566,09,Wednesday,8,2014
8567,10,Wednesday,8,2014
8568,12,Wednesday,8,2014
8569,13,Wednesday,8,2014
8570,15,Wednesday,8,2014
8571,16,Wednesday,8,2014
8572,18,Wednesday,8,2014
8573,04,Friday,7,2014
8574,05,Friday,7,2014
8575,06,Friday,7,2014
8576,10,Friday,7,2014
8577,11,Friday,7,2014
8578,16,Friday,7,2014
8579,17,Friday,7,2014
8580,18,Friday,7,2014
8581,19,Friday,7,2014
8582,22,Friday,7,2014
8583,03,Monday,7,2014
8584,14,Monday,7,2014
8585,16,Monday,7,2014
8586,18,Monday,7,2014
8587,19,Monday,7,2014
8588,00,Saturday,7,2014
8589,04,Saturday,7,2014
8590,06,Saturday,7,2014
8591,12,Saturday,7,2014
